x_title,cat_list,cat_list_index
glass processor,"['manufacturing & operations', 'process & assembly']","[20, 36]"
glasshouse workers,"['agriculture, fishing & forestry', 'farming', 'horticulture']","[34, 35, 63]"
glasshouse workers - fixed term,"['agriculture, fishing & forestry', 'horticulture']","[34, 63]"
glazier,"['trades & services', 'labourers', 'glaziers']","[0, 1, 173]"
glazier - experienced or willing to learn!,"['trades & services', 'glaziers']","[0, 173]"
glazier - palmerston north,"['manufacturing & operations', 'process & assembly']","[20, 36]"
glazier / installer,"['trades & services', 'glaziers']","[0, 173]"
glazier or glazing labourer - cromwell,"['trades & services', 'glaziers']","[0, 173]"
glazier or glazing labourer - new plymouth,"['trades & services', 'building & carpentry']","[0, 33]"
glazier or trainee glazier,"['trades & services', 'glaziers']","[0, 173]"
glazier/ supervisor,"['trades & services', 'glaziers']","[0, 173]"
glazier/shower installer,"['trades & services', 'glaziers']","[0, 173]"
glaziers wanted!,"['trades & services', 'glaziers']","[0, 173]"
global contact centre consultant - nz/au shift,"['customer service', 'call centre']","[54, 55]"
glove and barrier foreperson,"['engineering', 'energy']","[47, 193]"
gm- marketing & product portfolio,"['marketing, media & communications', 'brand & product management']","[40, 62]"
golf operations assistant - hospitality host,"['hospitality & tourism', 'waiting staff']","[14, 95]"
"goods inward receiving (gir) clerk, whangarei","['manufacturing & operations', 'purchasing & inventory']","[20, 181]"
goods inward receiving/operations assistance,"['retail', 'retail assistants']","[71, 72]"
governance administrator,"['office & administration', 'administration']","[30, 31]"
governance and democracy manager,"['government & council', 'local & regional council']","[37, 109]"
gp - part time,"['healthcare', 'doctors & specialists']","[22, 111]"
gps excavator operator,"['construction & roading', 'machine operators']","[8, 9]"
gps operator,"['construction & roading', 'machine operators']","[8, 9]"
grabone business development manager,"['sales', 'business development manager']","[57, 129]"
grad technical and application specialist,"['it', 'service desk']","[2, 45]"
grader driver,"['construction & roading', 'machine operators']","[8, 9]"
grader driver (final trim) - tauriko,"['construction & roading', 'machine operators']","[8, 9]"
grader operator,"['construction & roading', 'machine operators']","[8, 9]"
grader operator - full time,"['construction & roading', 'machine operators']","[8, 9]"
graduate,"['banking, finance & insurance', 'financial planning & investment']","[50, 141]"
graduate - professional sector,"['office & administration', 'administration']","[30, 31]"
graduate / junior developer,"['it', 'programming & development']","[2, 65]"
graduate accountant,"['accounting', 'accountants', 'financial accounting & reporting']","[10, 11, 12]"
graduate architect,"['architecture', 'architects']","[16, 17]"
graduate c++ software engineer,"['it', 'programming & development']","[2, 65]"
graduate cad designer,"['engineering', 'civil & structural']","[47, 103]"
graduate civil or geotechnical engineer,"['engineering', 'geotechnical']","[47, 167]"
graduate embedded systems engineer,"['it', 'programming & development']","[2, 65]"
graduate finance assistant,"['accounting', 'accountants', 'assistant accountants']","[10, 11, 149]"
"graduate midwifery programme, auckland dhb","['healthcare', 'nursing & midwifery', 'women’s health']","[22, 67, 68]"
graduate planner,"['government & council', 'local & regional council']","[37, 109]"
graduate planner - 12 month maternity cover,"['construction & roading', 'planning']","[8, 164]"
graduate software developer - communicate,"['it', 'programming & development']","[2, 65]"
graduate software engineer,"['it', 'programming & development']","[2, 65]"
graduate solicitor,"['legal', 'private practice']","[118, 137]"
graduate surveyor,"['construction & roading', 'surveying']","[8, 82]"
graduate transport planner,"['government & council', 'local & regional council']","[37, 109]"
graduate transportation engineer,"['engineering', 'civil & structural']","[47, 103]"
graduates with office administration experience!,"['office & administration', 'administration']","[30, 31]"
"graduates, architects & revit technicians","['architecture', 'architects']","[16, 17]"
grant scheme administrator,"['office & administration', 'administration']","[30, 31]"
grants advisor,"['hr & recruitment', 'hr']","[76, 77]"
graphic designer,"['marketing, media & communications', 'marketing assistants & coordinators', 'design']","[40, 78, 186]"
graphic designer - fixed term,"['marketing, media & communications', 'design']","[40, 186]"
graphic designer - torpedo7,"['marketing, media & communications', 'market research & analysis']","[40, 162]"
graphic designer for web and social media,"['marketing, media & communications', 'design']","[40, 186]"
graphic designer/digital printer,"['marketing, media & communications', 'design']","[40, 186]"
graveyard shift sole charge,"['retail', 'retail assistants']","[71, 72]"
graveyard shift supervisor,"['retail', 'assistant store managers']","[71, 115]"
great opportunity for an experienced tiler.,"['trades & services', 'flooring']","[0, 182]"
great paying roles available now,"['trades & services', 'labourers', 'hospitality & tourism', 'waiting staff']","[0, 1, 14, 95]"
great training opportunity awaits - ttm,"['construction & roading', 'labouring']","[8, 66]"
green spaces operator,"['trades & services', 'gardening & landscaping']","[0, 104]"
greenhouse supervisor - part time,"['agriculture, fishing & forestry', 'horticulture']","[34, 63]"
greenkeeper - jacks point golf course queenstown,"['trades & services', 'gardening & landscaping']","[0, 104]"
grenada village forklift opportunity,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
grill chef / burger geek,"['hospitality & tourism', 'chefs']","[14, 15]"
grill chef position - wanaka,"['hospitality & tourism', 'chefs']","[14, 15]"
grinding attendant - permanent and casual roles av,"['manufacturing & operations', 'process & assembly']","[20, 36]"
grocery 2ic/supervisor,"['retail', 'retail assistants']","[71, 72]"
grocery assistant,"['retail', 'retail assistants', 'department managers']","[71, 72, 142]"
grocery assistant - four square ohope beach,"['retail', 'retail assistants']","[71, 72]"
grocery assistant - full time,"['retail', 'retail assistants']","[71, 72]"
grocery assistant - new world durham street,"['retail', 'retail assistants']","[71, 72]"
grocery assistant - night fill,"['retail', 'retail assistants', 'merchandising']","[71, 72, 102]"
grocery assistant full time (evening & morning),"['retail', 'retail assistants']","[71, 72]"
grocery assistant/casual,"['retail', 'retail assistants']","[71, 72]"
grocery assistants - pak'nsave moorhouse,"['retail', 'retail assistants']","[71, 72]"
grocery assistants pak n save taupo,"['retail', 'retail assistants']","[71, 72]"
grocery assistants/team leader,"['retail', 'retail assistants']","[71, 72]"
grocery manager,"['retail', 'management']","[71, 39]"
grocery merchandiser,"['sales', 'sales support']","[57, 148]"
grocery morning fill - full time,"['retail', 'retail assistants']","[71, 72]"
grocery supervisor - pak'nsave moorhouse,"['retail', 'department managers']","[71, 142]"
grocery team leader,"['retail', 'management']","[71, 39]"
grocery/bulk foods merchandiser -wanaka,"['retail', 'merchandising']","[71, 102]"
groudsperson,"['trades & services', 'gardening & landscaping']","[0, 104]"
ground instructor - part time,"['education', 'tertiary']","[4, 160]"
ground maintenance labourer,"['trades & services', 'gardening & landscaping']","[0, 104]"
ground systems engineering manager,"['engineering', 'management']","[47, 39]"
grounds assistant,"['trades & services', 'gardening & landscaping']","[0, 104]"
grounds maintenance,"['trades & services', 'gardening & landscaping']","[0, 104]"
groundskeeper,"['trades & services', 'gardening & landscaping']","[0, 104]"
groundsman / maintenance person,"['trades & services', 'gardening & landscaping']","[0, 104]"
groundsperson - north taranaki,"['trades & services', 'gardening & landscaping']","[0, 104]"
group accountant,"['accounting', 'accountants', 'financial accounting & reporting']","[10, 11, 12]"
group communications manager (contract),"['marketing, media & communications', 'management']","[40, 39]"
group financial accountant,"['accounting', 'accountants', 'financial accounting & reporting']","[10, 11, 12]"
group financial controller,"['accounting', 'finance managers & controllers']","[10, 128]"
group fitness instructors - casual,"['healthcare', 'fitness & wellbeing']","[22, 85]"
group general manager,['executive & general management'],[73]
group hr advisor,"['hr & recruitment', 'hr']","[76, 77]"
group hr manager,"['hr & recruitment', 'hr']","[76, 77]"
group manager - dhb performance priorities,['executive & general management'],[73]
"group manager research, analysis and intelligence",['science & technology'],[97]
"group manager, analysis, research & evaluation",['executive & general management'],[73]
group operations supervisor,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
group product manager,"['marketing, media & communications', 'brand & product management']","[40, 62]"
"group safety manager #3305 – ellerslie, auckland","['hr & recruitment', 'health & safety']","[76, 32]"
growth marketer | digital manager,"['marketing, media & communications', 'digital marketing']","[40, 41]"
guest service host / breakfast chef,"['hospitality & tourism', 'chefs']","[14, 15]"
guest services manager,"['hospitality & tourism', 'reception & front desk']","[14, 189]"
guest services manager - the bayview,"['hospitality & tourism', 'management']","[14, 39]"
guest services superstar,"['hospitality & tourism', 'reception & front desk']","[14, 189]"
gun city dunedin full-time sales assistant,"['retail', 'retail assistants']","[71, 72]"
gun city napier full-time sales assistant,"['retail', 'retail assistants']","[71, 72]"
gun city office assistant (maternity cover),"['office & administration', 'administration']","[30, 31]"
gun city richmond junior sales role,"['retail', 'retail assistants']","[71, 72]"
gun city sales junior,"['retail', 'retail assistants']","[71, 72]"
gym cleaner - christchurch central,"['trades & services', 'cleaning']","[0, 86]"
gym instructor,"['healthcare', 'fitness & wellbeing']","[22, 85]"
gym receptionist,"['office & administration', 'administration']","[30, 31]"
"haematology clinical trials research nurse,","['healthcare', 'nursing & midwifery', 'medical']","[22, 67, 96]"
hair dresser,"['trades & services', 'beautician']","[0, 179]"
hair dresser / stylist all levels full / part time,"['trades & services', 'hairdressing']","[0, 130]"
hair salon assistant/ apprentice,"['trades & services', 'hairdressing']","[0, 130]"
hair salon hairdresser/ stylist,"['trades & services', 'hairdressing']","[0, 130]"
hair salon manager,"['trades & services', 'hairdressing']","[0, 130]"
hair stylist,"['trades & services', 'hairdressing']","[0, 130]"
"hair stylist ( junior, intermediate or senior)","['trades & services', 'hairdressing']","[0, 130]"
"hair,nails and beauty technician","['trades & services', 'beautician']","[0, 179]"
hairdresser,"['trades & services', 'hairdressing']","[0, 130]"
hairdresser - ascot care home,"['trades & services', 'hairdressing']","[0, 130]"
hairdresser - senior stylist,"['trades & services', 'hairdressing']","[0, 130]"
hairdresser and assistant wanted!,"['trades & services', 'hairdressing']","[0, 130]"
hairdresser apprentice,"['trades & services', 'hairdressing']","[0, 130]"
hairdresser required,"['trades & services', 'hairdressing']","[0, 130]"
hairdresser wanted full-time - queensgate mall,"['trades & services', 'hairdressing']","[0, 130]"
hairdresser wanted part time - new lynn / westcity,"['trades & services', 'hairdressing']","[0, 130]"
hairdresser/ barber/hair extensions,"['trades & services', 'hairdressing']","[0, 130]"
hairdresser/barber,"['trades & services', 'hairdressing']","[0, 130]"
hairdressing & barbering trainers,"['education', 'tutoring & training']","[4, 5]"
hairdressing assistant,"['trades & services', 'hairdressing']","[0, 130]"
hairdressing tutor,"['education', 'tutoring & training']","[4, 5]"
hairdressing tutor timaru,"['education', 'tutoring & training']","[4, 5]"
hairstylist,"['trades & services', 'hairdressing']","[0, 130]"
hairstylists opportunity,"['trades & services', 'hairdressing']","[0, 130]"
halal slaughtermen,"['trades & services', 'butchers & bakers']","[0, 92]"
hallenstein brothers assistant manager,"['retail', 'assistant store managers']","[71, 115]"
hamilton (te rapa) restore assistant,"['retail', 'retail assistants']","[71, 72]"
hamilton freight sorter,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
hamilton kitchen hands wanted!,"['hospitality & tourism', 'kitchen staff']","[14, 18]"
hamilton store managers,"['retail', 'store managers']","[71, 134]"
hammer hand,"['trades & services', 'building & carpentry', 'construction & roading', 'labouring']","[0, 33, 8, 66]"
hammer hand - frame & truss,"['trades & services', 'labourers']","[0, 1]"
hammer hand - hutt area,"['trades & services', 'building & carpentry']","[0, 33]"
hammer hand - lower hutt,"['construction & roading', 'labouring']","[8, 66]"
hammer hand - new plymouth,"['trades & services', 'labourers']","[0, 1]"
hammer hand - pre-nail,"['trades & services', 'building & carpentry']","[0, 33]"
hammer hand - wellington,"['trades & services', 'building & carpentry']","[0, 33]"
hammer hand / skilled trade assistant - immediate,"['trades & services', 'building & carpentry']","[0, 33]"
hammer hand required,"['trades & services', 'building & carpentry']","[0, 33]"
hammer hand- hutt valley,"['trades & services', 'building & carpentry']","[0, 33]"
hammer hand/frame and truss fabricator,"['trades & services', 'building & carpentry']","[0, 33]"
hammer hands,"['trades & services', 'building & carpentry', 'education', 'primary', 'construction & roading', 'labouring']","[0, 33, 4, 46, 8, 66]"
hammer hands - construction,"['construction & roading', 'labouring']","[8, 66]"
hammer hands - nights - akl,"['manufacturing & operations', 'process & assembly']","[20, 36]"
hammer hands needed,"['trades & services', 'building & carpentry']","[0, 33]"
hammer hands wanted!!,"['trades & services', 'building & carpentry']","[0, 33]"
hammer hands/site labourers,"['trades & services', 'building & carpentry']","[0, 33]"
hammer-hand / builder's waipapa northland,"['trades & services', 'building & carpentry']","[0, 33]"
hammer-hand civil - auckland,"['trades & services', 'building & carpentry']","[0, 33]"
hammer-hands wanted,"['trades & services', 'building & carpentry']","[0, 33]"
hammerhand,"['trades & services', 'labourers', 'building & carpentry', 'construction & roading', 'labouring']","[0, 1, 33, 8, 66]"
hammerhand - landscaping,"['trades & services', 'building & carpentry']","[0, 33]"
hammerhand / journeyman,"['trades & services', 'building & carpentry']","[0, 33]"
hammerhand and builder,"['construction & roading', 'labouring']","[8, 66]"
hammerhand labourer trainee,"['construction & roading', 'labouring']","[8, 66]"
hammerhand start asap!!!,"['trades & services', 'building & carpentry']","[0, 33]"
hammerhand wanted - start tomorrow!,"['trades & services', 'building & carpentry']","[0, 33]"
hammerhand with framing skills!,"['trades & services', 'building & carpentry']","[0, 33]"
hammerhands,"['trades & services', 'building & carpentry', 'construction & roading', 'labouring', 'handy-persons']","[0, 33, 8, 66, 100]"
hammerhands & carpenters: roofing,"['trades & services', 'building & carpentry']","[0, 33]"
hammerhands & labourers,"['construction & roading', 'labouring']","[8, 66]"
hammerhands - afternoon shift,"['trades & services', 'building & carpentry']","[0, 33]"
hammerhands - frame & truss production dunedin,"['manufacturing & operations', 'process & assembly']","[20, 36]"
hammerhands - pukekohe,"['manufacturing & operations', 'process & assembly']","[20, 36]"
hammerhands - wellington,"['trades & services', 'labourers']","[0, 1]"
hammerhands builder required,"['trades & services', 'building & carpentry']","[0, 33]"
hammerhands day shift - akl,"['manufacturing & operations', 'process & assembly']","[20, 36]"
hammerhands needed - throughout nelson/tasman regi,"['construction & roading', 'labouring']","[8, 66]"
hammerhands needed asap - hamilton/waikato,"['trades & services', 'building & carpentry']","[0, 33]"
hammerhands needed – throughout bay of plenty!!!,"['construction & roading', 'labouring']","[8, 66]"
hammerhands needed – throughout canterbury!!!,"['construction & roading', 'labouring']","[8, 66]"
hammerhands needed – throughout marlborough!!!,"['construction & roading', 'labouring']","[8, 66]"
hammerhands needed – throughout waikato region!!,"['construction & roading', 'labouring']","[8, 66]"
hammerhands needed – throughout west coast!!!,"['construction & roading', 'labouring']","[8, 66]"
hammerhands required for christchurch,"['trades & services', 'building & carpentry']","[0, 33]"
hammerhands required manawatu/wanganui region,"['trades & services', 'building & carpentry']","[0, 33]"
hampton parrc manager,"['construction & roading', 'site management']","[8, 53]"
hand packing,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
handy person - auckland,"['trades & services', 'handy-persons']","[0, 100]"
handyman,"['trades & services', 'handy-persons']","[0, 100]"
handyman - maintenance,"['trades & services', 'handy-persons']","[0, 100]"
handyman - napier,"['trades & services', 'cleaning']","[0, 86]"
handyman / maintenance,"['trades & services', 'handy-persons']","[0, 100]"
handyman / waterblaster,"['trades & services', 'cleaning']","[0, 86]"
handyman needed,"['trades & services', 'handy-persons']","[0, 100]"
handyman required,"['trades & services', 'handy-persons']","[0, 100]"
handyman/maintenance person,"['trades & services', 'handy-persons']","[0, 100]"
handyperson,"['trades & services', 'handy-persons']","[0, 100]"
hangar supervisor,"['engineering', 'maintenance']","[47, 108]"
hanging bay operators,"['manufacturing & operations', 'process & assembly']","[20, 36]"
hannahs masterton- sales assistant (23 hours),"['retail', 'retail assistants']","[71, 72]"
hannahs tauranga - part time (saturday),"['retail', 'retail assistants']","[71, 72]"
hardware and desktop engineer,"['it', 'service desk']","[2, 45]"
hardware technician / ict support technician,"['it', 'telecommunications']","[2, 117]"
hardware technician wanted,"['automotive', 'automotive technician']","[59, 60]"
harker herbals retail 2ic,"['retail', 'department managers']","[71, 142]"
harvest administration assistant (fixed term),"['office & administration', 'administration']","[30, 31]"
harvest supervisors,"['agriculture, fishing & forestry', 'horticulture']","[34, 63]"
hatchery operator,"['agriculture, fishing & forestry', 'fishing']","[34, 156]"
hatchery staff,"['manufacturing & operations', 'process & assembly']","[20, 36]"
hatchery workers,"['agriculture, fishing & forestry', 'farming']","[34, 35]"
hauler crew - full time position,"['agriculture, fishing & forestry', 'forestry']","[34, 145]"
"have fun doing what you love, with us at haylo!","['trades & services', 'beautician']","[0, 179]"
have you got grouting experience?,"['trades & services', 'gardening & landscaping']","[0, 104]"
havelock north construction - expressions of inter,"['construction & roading', 'supervisors & forepersons']","[8, 70]"
hazardous materials consultant - wellington based,"['construction & roading', 'health & safety']","[8, 32]"
hd mechanic - workshop and site based,"['automotive', 'diesel mechanic']","[59, 98]"
head barista,"['hospitality & tourism', 'bar staff & baristas']","[14, 19]"
head barista - new world elles road,"['retail', 'retail assistants']","[71, 72]"
head barista - the huxley,"['hospitality & tourism', 'bar staff & baristas']","[14, 19]"
head chef,"['hospitality & tourism', 'chefs', 'kitchen staff', 'management']","[14, 15, 18, 39]"
head chef & cdp's/commis required,"['hospitality & tourism', 'kitchen staff']","[14, 18]"
head chef (new opening : butchery focused brewpub),"['hospitality & tourism', 'chefs']","[14, 15]"
head chef (s),"['hospitality & tourism', 'chefs']","[14, 15]"
head chef - chinoiserie,"['hospitality & tourism', 'chefs']","[14, 15]"
head chef - columbus cafe cambridge,"['hospitality & tourism', 'chefs']","[14, 15]"
head chef - scotch wine bar,"['hospitality & tourism', 'chefs']","[14, 15]"
head chef - the blue lady (wlg airport),"['hospitality & tourism', 'chefs']","[14, 15]"
head chef for a well known indian restaurant,"['hospitality & tourism', 'chefs']","[14, 15]"
head chef for latin american grill restaurant,"['hospitality & tourism', 'chefs']","[14, 15]"
head chef jobshare or f/t and cdp,"['hospitality & tourism', 'chefs']","[14, 15]"
head chef required,"['hospitality & tourism', 'management']","[14, 39]"
head chef wanted!,"['hospitality & tourism', 'chefs']","[14, 15]"
head chef/ sous chef/ chef de partie,"['hospitality & tourism', 'chefs']","[14, 15]"
head chefs & sous chefs wanted!,"['hospitality & tourism', 'chefs']","[14, 15]"
head groundsperson,"['trades & services', 'gardening & landscaping']","[0, 104]"
head housekeeper extraordinaire,"['hospitality & tourism', 'housekeeping']","[14, 144]"
head of ai,"['it', 'management']","[2, 39]"
head of assurance & advisory,"['accounting', 'accountants', 'business advisory services']","[10, 11, 87]"
head of counselling and wellbeing,"['education', 'secondary']","[4, 132]"
head of data risk,"['banking, finance & insurance', 'risk & compliance']","[50, 159]"
head of department allied health & social services,"['education', 'tutoring & training']","[4, 5]"
head of department – creative industries,"['education', 'tertiary']","[4, 160]"
head of design and architecture,"['it', 'management']","[2, 39]"
head of finance,"['accounting', 'finance managers & controllers']","[10, 128]"
head of it infrastructure,"['it', 'management']","[2, 39]"
head of operations - solora,"['healthcare', 'management']","[22, 39]"
head of partnerships and delivery - people divison,"['hr & recruitment', 'hr']","[76, 77]"
head of people & culture,"['hr & recruitment', 'recruitment']","[76, 88]"
head of people operations,"['hr & recruitment', 'hr']","[76, 77]"
head of pre-treatment (radiation therapist) -,"['healthcare', 'radiography & sonography']","[22, 153]"
head of quality - gmp pharmaceutical quality syste,"['healthcare', 'pharmacy']","[22, 25]"
head of sales,"['sales', 'sales managers']","[57, 58]"
head of sales & business development (hvac),"['sales', 'business development manager']","[57, 129]"
head of security operations,"['it', 'security']","[2, 56]"
head of security products,"['it', 'management']","[2, 39]"
head of service delivery,"['it', 'management']","[2, 39]"
head of software engineering,"['it', 'programming & development', 'management']","[2, 65, 39]"
head office/operations,"['it', 'management']","[2, 39]"
head teacher,"['education', 'early childhood']","[4, 69]"
head teacher (beststart greenwood),"['education', 'early childhood']","[4, 69]"
head teacher (beststart johnstones road kindy),"['education', 'early childhood']","[4, 69]"
head teacher (beststart kaiwharawhara),"['education', 'early childhood']","[4, 69]"
head teacher (beststart naenae),"['education', 'early childhood']","[4, 69]"
head teacher (beststart oamaru kindy),"['education', 'early childhood']","[4, 69]"
head teacher (beststart paraparaumu),"['education', 'early childhood']","[4, 69]"
head teacher (beststart pleasant point),"['education', 'early childhood']","[4, 69]"
head teacher (beststart prestons),"['education', 'early childhood']","[4, 69]"
head teacher (beststart rongotai),"['education', 'early childhood']","[4, 69]"
head teacher (beststart salisbury street),"['education', 'early childhood']","[4, 69]"
head teacher (montessori kilbirnie),"['education', 'early childhood']","[4, 69]"
head teacher (toddlers),"['education', 'early childhood']","[4, 69]"
head teacher - babies centre,"['education', 'early childhood']","[4, 69]"
head teacher - infants - glenfield,"['education', 'early childhood']","[4, 69]"
head teacher - lollipops aubrey street,"['education', 'early childhood']","[4, 69]"
head teacher - preschool,"['education', 'early childhood']","[4, 69]"
head teacher - preschool (avondale),"['education', 'early childhood']","[4, 69]"
head teacher - toddlers (beststart st lukes),"['education', 'early childhood']","[4, 69]"
head teacher - toddlers - browns bay,"['education', 'early childhood']","[4, 69]"
head teacher - warkworth,"['education', 'early childhood']","[4, 69]"
head teacher / manager,"['it', 'programming & development']","[2, 65]"
head teacher and qualified ece teacher,"['education', 'early childhood']","[4, 69]"
head teacher and qualified teacher,"['education', 'early childhood']","[4, 69]"
head teacher for over 2s room,"['education', 'early childhood']","[4, 69]"
health & safety adviser (fifo),"['construction & roading', 'health & safety']","[8, 32]"
health & safety advisor,"['construction & roading', 'health & safety', 'hr & recruitment']","[8, 32, 76]"
health & safety advisor - expressions of interest,"['construction & roading', 'health & safety']","[8, 32]"
health & safety advisor - forestry industry,"['hr & recruitment', 'health & safety']","[76, 32]"
health & safety advisor: project management office,"['government & council', 'central government']","[37, 38]"
health & safety auditor,"['hr & recruitment', 'health & safety']","[76, 32]"
health & safety consultants,"['hr & recruitment', 'hr']","[76, 77]"
health & safety manager,"['construction & roading', 'health & safety']","[8, 32]"
health & safety officer,"['construction & roading', 'health & safety']","[8, 32]"
health & safety partner,"['hr & recruitment', 'health & safety']","[76, 32]"
health & safety services manager,"['construction & roading', 'health & safety']","[8, 32]"
health & safety specialist - site based,"['hr & recruitment', 'health & safety']","[76, 32]"
health & safety telesales person required,"['sales', 'telesales']","[57, 158]"
health & safety trainer,"['hr & recruitment', 'health & safety']","[76, 32]"
health and beauty advisor - henderson,"['retail', 'retail assistants']","[71, 72]"
health and beauty advisor - sylvia park,"['retail', 'retail assistants']","[71, 72]"
health and beauty assistant - full time,"['retail', 'retail assistants']","[71, 72]"
health and fitness aquatics supervisor - wanaka,"['government & council', 'local & regional council']","[37, 109]"
"health and fitness crew, aquatics - wanaka","['healthcare', 'fitness & wellbeing']","[22, 85]"
health and physical education teacher,"['education', 'secondary']","[4, 132]"
health and safety - specialist interventions,"['government & council', 'central government']","[37, 38]"
health and safety administator,"['hr & recruitment', 'health & safety']","[76, 32]"
health and safety advisor,"['construction & roading', 'health & safety', 'hr & recruitment']","[8, 32, 76]"
health and safety advisor - distribution centre,"['hr & recruitment', 'health & safety']","[76, 32]"
health and safety advisor - national,"['construction & roading', 'health & safety']","[8, 32]"
health and safety business partner,"['hr & recruitment', 'hr']","[76, 77]"
health and safety consultant / auditor,"['construction & roading', 'health & safety']","[8, 32]"
health and safety coordinator - henderson,"['construction & roading', 'health & safety']","[8, 32]"
health and safety industry opportunities,"['hr & recruitment', 'health & safety']","[76, 32]"
health and safety manager,"['hr & recruitment', 'health & safety']","[76, 32]"
health and safety manager - southern region,"['hr & recruitment', 'health & safety']","[76, 32]"
health and safety manager - waikato/bop,"['hr & recruitment', 'health & safety']","[76, 32]"
health and safety team leader,"['hr & recruitment', 'hr']","[76, 77]"
health and safety/hr officer,"['hr & recruitment', 'health & safety']","[76, 32]"
health and wellbeing administrator,"['office & administration', 'administration']","[30, 31]"
health care assistant,"['healthcare', 'caregiving', 'community & social services', 'nursing & midwifery', 'surgical', 'mental health']","[22, 23, 27, 67, 75, 89]"
"health care assistant (full time and part time),","['healthcare', 'community & social services']","[22, 27]"
"health care assistant (full-time, fixed term)","['healthcare', 'community & social services']","[22, 27]"
health care assistant (night shift) - levin,"['healthcare', 'caregiving']","[22, 23]"
health care assistant (part time) ward 4 cm health,"['healthcare', 'community & social services']","[22, 27]"
"health care assistant (part time), surgical, cm","['healthcare', 'community & social services']","[22, 27]"
"health care assistant (part time), ward 7, cm","['healthcare', 'community & social services']","[22, 27]"
"health care assistant (part-time, fixed term)","['healthcare', 'community & social services']","[22, 27]"
health care assistant - acute mental health,"['healthcare', 'community & social services']","[22, 27]"
health care assistant - bay of islands hospital,"['healthcare', 'community & social services']","[22, 27]"
health care assistant - casual,"['healthcare', 'community & social services']","[22, 27]"
health care assistant - kaiawhina hauora,"['healthcare', 'community & social services']","[22, 27]"
health care assistant - nursing resource unit,"['healthcare', 'community & social services']","[22, 27]"
health care assistant - opal unit,"['healthcare', 'community & social services']","[22, 27]"
health care assistant - primary care,"['healthcare', 'community & social services']","[22, 27]"
health care assistant - renal dialysis,"['healthcare', 'community & social services']","[22, 27]"
health care assistant - start,"['healthcare', 'community & social services']","[22, 27]"
health care assistant - wairoa,"['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
"health care assistant - ward 15 (0.8fte, fixed","['healthcare', 'community & social services']","[22, 27]"
health care assistant - ward 8 medical,"['healthcare', 'community & social services']","[22, 27]"
health care assistant / kaiawhina hauora,"['healthcare', 'community & social services']","[22, 27]"
health care assistant / kaiawhina hauora (health,"['healthcare', 'community & social services']","[22, 27]"
"health care assistant child and family, west","['healthcare', 'community & social services']","[22, 27]"
health care assistant night shifts,"['healthcare', 'caregiving']","[22, 23]"
health care assistant x2 | huntleigh,"['healthcare', 'caregiving']","[22, 23]"
health care assistant | chalmers home,"['healthcare', 'caregiving']","[22, 23]"
health care assistant | levin (nights),"['healthcare', 'caregiving']","[22, 23]"
health care assistant | reevedon,"['healthcare', 'caregiving']","[22, 23]"
health care assistant | woburn,"['healthcare', 'caregiving']","[22, 23]"
"health care assistant, (puawai aroha maternity","['healthcare', 'community & social services']","[22, 27]"
"health care assistant, gynaecology ward, north","['healthcare', 'community & social services']","[22, 27]"
"health care assistant, maternity, waitakere","['healthcare', 'community & social services']","[22, 27]"
"health care assistant, surgical ward 9, north","['healthcare', 'community & social services']","[22, 27]"
"health care assistant, theatres, fixed term,","['healthcare', 'community & social services']","[22, 27]"
"health care assistant, ward 27","['healthcare', 'community & social services']","[22, 27]"
"health care assistants (casual) - bureau,","['healthcare', 'community & social services']","[22, 27]"
health care assistants | brightwater,"['healthcare', 'caregiving']","[22, 23]"
"health care assistants | coombrae, feilding","['healthcare', 'caregiving']","[22, 23]"
health centre manager,"['healthcare', 'management']","[22, 39]"
health centre receptionist,"['office & administration', 'reception']","[30, 61]"
health coach - mangere,"['healthcare', 'community & social services']","[22, 27]"
health improvement practitioner - dargaville,"['healthcare', 'nursing & midwifery', 'mental health']","[22, 67, 89]"
health promoter based in hamilton or rotorua,"['healthcare', 'community & social services']","[22, 27]"
health promotion advisor,"['healthcare', 'community & social services']","[22, 27]"
health protection officer,"['healthcare', 'community & social services']","[22, 27]"
health sector security - whakatane,"['trades & services', 'security']","[0, 56]"
health service broker support 0.6 fte fixed term,"['healthcare', 'administration']","[22, 31]"
"health, safety & wellbeing advisor","['hr & recruitment', 'health & safety']","[76, 32]"
"health, safety and well being co-ordinator","['hr & recruitment', 'health & safety']","[76, 32]"
"health, safety and wellbeing advisor","['hr & recruitment', 'health & safety']","[76, 32]"
"health, safety and wellbeing business partner","['hr & recruitment', 'health & safety']","[76, 32]"
"health, safety, environment & training advisor","['construction & roading', 'health & safety']","[8, 32]"
healthcare assistant,"['healthcare', 'caregiving', 'community & social services']","[22, 23, 27]"
healthcare assistant (casual) radius peppertree,"['healthcare', 'caregiving']","[22, 23]"
"healthcare assistant (full time) resource, cm","['healthcare', 'community & social services']","[22, 27]"
"healthcare assistant (full time), theatres, cm","['healthcare', 'community & social services']","[22, 27]"
